date,close
4/1/2010,2.217684083
4/2/2010,0.649841525
4/3/2010,2.179755525
4/4/2010,0
4/5/2010,18.8641944
4/6/2010,4.559877002
4/7/2010,0.048453722
4/8/2010,0
4/9/2010,0
4/10/2010,0
4/11/2010,0
4/12/2010,0
4/13/2010,0
4/14/2010,0
4/15/2010,2.141072207
4/16/2010,0.239126194
4/17/2010,0
4/18/2010,0
4/19/2010,0.721431728
4/20/2010,8.118852383
4/21/2010,0.853822602
4/22/2010,0
4/23/2010,0
4/24/2010,0
4/25/2010,0
4/26/2010,0
4/27/2010,0
4/28/2010,0
4/29/2010,0
4/30/2010,0
5/1/2010,0
5/2/2010,0.027431166
5/3/2010,0
5/4/2010,0
5/5/2010,1.748838531
5/6/2010,0.03389747
5/7/2010,2.05795371
5/8/2010,0.976705756
5/9/2010,7.359571581
5/10/2010,2.034424693
5/11/2010,0
5/12/2010,8.303867741
5/13/2010,2.928739185
5/14/2010,3.747887766
5/15/2010,0.057775211
5/16/2010,0
5/17/2010,0
5/18/2010,0
5/19/2010,0.557934109
5/20/2010,5.67443055
5/21/2010,0.235320757
5/22/2010,1.484341564
5/23/2010,0.38247097
5/24/2010,6.908011733
5/25/2010,0.362229204
5/26/2010,4.192774533
5/27/2010,5.162007914
5/28/2010,9.967017092
5/29/2010,0.04599199
5/30/2010,7.211055103
5/31/2010,8.826451469
6/1/2010,0.566344458
6/2/2010,9.542474704
6/3/2010,3.063630195
6/4/2010,0
6/5/2010,0
6/6/2010,0
6/7/2010,0
6/8/2010,0
6/9/2010,0
6/10/2010,0
6/11/2010,0
6/12/2010,0
6/13/2010,2.658916523
6/14/2010,4.874973482
6/15/2010,0.048493422
6/16/2010,0.480101242
6/17/2010,0.430548658
6/18/2010,0.119231529
6/19/2010,0.116839196
6/20/2010,0.315228639
6/21/2010,2.39271014
6/22/2010,27.87718372
6/23/2010,0.985252552
6/24/2010,0.393196007
6/25/2010,6.960729966
6/26/2010,0.156521614
6/27/2010,0
6/28/2010,15.07173757
6/29/2010,30.61932741
6/30/2010,2.134503325
7/1/2010,1.1500456
7/2/2010,0.430731511
7/3/2010,0
7/4/2010,0
7/5/2010,0
7/6/2010,0
7/7/2010,0
7/8/2010,0.295291383
7/9/2010,7.103033109
7/10/2010,14.64771228
7/11/2010,2.349606781
7/12/2010,2.153221446
7/13/2010,1.340265736
7/14/2010,4.55391386
7/15/2010,9.692320552
7/16/2010,0
7/17/2010,0.946083762
7/18/2010,1.288039242
7/19/2010,12.7514585
7/20/2010,2.417019715
7/21/2010,4.452635854
7/22/2010,0.01523751
7/23/2010,0
7/24/2010,0
7/25/2010,2.762366429
7/26/2010,0.491042821
7/27/2010,0
7/28/2010,0
7/29/2010,0
7/30/2010,0
7/31/2010,0
8/1/2010,0
8/2/2010,0
8/3/2010,0
8/4/2010,1.0894454
8/5/2010,2.065912636
8/6/2010,0
8/7/2010,0
8/8/2010,0
8/9/2010,0
8/10/2010,0
8/11/2010,0
8/12/2010,0
8/13/2010,0
8/14/2010,0
8/15/2010,0
8/16/2010,0.008093031
8/17/2010,23.64944289
8/18/2010,1.059158271
8/19/2010,0
8/20/2010,0
8/21/2010,0
8/22/2010,0
8/23/2010,0
8/24/2010,0
8/25/2010,0
8/26/2010,0
8/27/2010,0.169647343
8/28/2010,3.240287411
8/29/2010,2.763069162
8/30/2010,0
8/31/2010,8.82410403
9/1/2010,0
9/2/2010,0
9/3/2010,0
9/4/2010,0.116598821
9/5/2010,0
9/6/2010,0
9/7/2010,0
9/8/2010,0
9/9/2010,0
9/10/2010,0
9/11/2010,0
9/12/2010,0
9/13/2010,0
9/14/2010,0
9/15/2010,0
9/16/2010,0
9/17/2010,0
9/18/2010,0
9/19/2010,3.236331584
9/20/2010,24.882153
9/21/2010,0
9/22/2010,0
9/23/2010,0
9/24/2010,0
9/25/2010,0
9/26/2010,0
9/27/2010,0.011595456
9/28/2010,0
9/29/2010,0.381008972
9/30/2010,2.607348373
10/1/2010,0
10/2/2010,0
10/3/2010,0
10/4/2010,0
10/5/2010,0
10/6/2010,0
10/7/2010,0
10/8/2010,0
10/9/2010,32.1295473
10/10/2010,7.665597675
10/11/2010,0
10/12/2010,0
10/13/2010,0
10/14/2010,0
10/15/2010,0
10/16/2010,0
10/17/2010,0
10/18/2010,0.024220938
10/19/2010,3.473156349
10/20/2010,0.02530985
10/21/2010,0
10/22/2010,0
10/23/2010,0
10/24/2010,0.035807444
10/25/2010,1.664050106
10/26/2010,0.37980787
10/27/2010,0.031585166
10/28/2010,0
10/29/2010,0
10/30/2010,0
10/31/2010,0
11/1/2010,0
11/2/2010,0.78245694
11/3/2010,0.042002825
11/4/2010,0.713664914
11/5/2010,1.517388894
11/6/2010,0.003325659
11/7/2010,0.057657226
11/8/2010,2.68717544
11/9/2010,2.962694621
11/10/2010,0.051692193
11/11/2010,2.098370369
11/12/2010,0.003415133
11/13/2010,0.210418233
11/14/2010,0.027131998
11/15/2010,0
11/16/2010,0
11/17/2010,0
11/18/2010,0.623682304
11/19/2010,0.110093784
11/20/2010,2.038339158
11/21/2010,0
11/22/2010,1.41287235
11/23/2010,13.2400107
11/24/2010,0.78622015
11/25/2010,0.127153903
11/26/2010,3.640102418
11/27/2010,1.688258219
11/28/2010,0.921325251
11/29/2010,12.5567467
11/30/2010,2.660949491
12/1/2010,8.242927704
12/2/2010,4.802565465
12/3/2010,9.747096831
12/4/2010,10.76778912
12/5/2010,0.752606064
12/6/2010,1.580618146
12/7/2010,1.150120831
12/8/2010,2.037060662
12/9/2010,1.114405032
12/10/2010,0.427966878
12/11/2010,0
12/12/2010,0
12/13/2010,0
12/14/2010,0
12/15/2010,0
12/16/2010,0.683173206
12/17/2010,4.769586304
12/18/2010,2.835668571
12/19/2010,0.228254694
12/20/2010,1.387181234
12/21/2010,0.071979442
12/22/2010,1.202647312
12/23/2010,0.37272318
12/24/2010,1.588207835
12/25/2010,0.951766662
12/26/2010,0.42799055
12/27/2010,4.553791933
12/28/2010,4.000951774
12/29/2010,0
12/30/2010,0.005231308
12/31/2010,0.901149421
1/1/2011,0.023792584
1/2/2011,0
1/3/2011,0.465194756
1/4/2011,0
1/5/2011,0
1/6/2011,0
1/7/2011,0.019165071
1/8/2011,0.66901132
1/9/2011,5.125823218
1/10/2011,0.235558268
1/11/2011,0.071091955
1/12/2011,0.035734595
1/13/2011,8.520040861
1/14/2011,0.001413383
1/15/2011,3.27057872
1/16/2011,1.255337225
1/17/2011,0
1/18/2011,0
1/19/2011,0
1/20/2011,0.088156609
1/21/2011,0
1/22/2011,0.053403352
1/23/2011,6.585219778
1/24/2011,0
1/25/2011,0
1/26/2011,0
1/27/2011,0
1/28/2011,0
1/29/2011,0
1/30/2011,0
1/31/2011,0.339041646
2/1/2011,0
2/2/2011,0
2/3/2011,0.009041194
2/4/2011,0.340600744
2/5/2011,0.604531316
2/6/2011,0.167341176
2/7/2011,0
2/8/2011,0.776951886
2/9/2011,0
2/10/2011,0.05750017
2/11/2011,8.659319196
2/12/2011,0.354431801
2/13/2011,0
2/14/2011,0
2/15/2011,0
2/16/2011,0
2/17/2011,0.095916289
2/18/2011,0.062148098
2/19/2011,0.025819841
2/20/2011,0.251535463
2/21/2011,0
2/22/2011,1.917774475
2/23/2011,0
2/24/2011,1.223432773
2/25/2011,0.003177056
2/26/2011,0
2/27/2011,0
2/28/2011,0
3/1/2011,0
3/2/2011,0
3/3/2011,0
3/4/2011,0
3/5/2011,0.135830452
3/6/2011,0
3/7/2011,0
3/8/2011,0
3/9/2011,0.269612642
3/10/2011,0.023261765
3/11/2011,0.358344861
3/12/2011,0
3/13/2011,0.692979689
3/14/2011,0.391208473
3/15/2011,0
3/16/2011,0
3/17/2011,1.58856266
3/18/2011,0
3/19/2011,0
3/20/2011,0
3/21/2011,0
3/22/2011,0
3/23/2011,0.04222642
3/24/2011,0
3/25/2011,0.003553853
3/26/2011,6.011086924
3/27/2011,0
3/28/2011,1.177829279
3/29/2011,0
3/30/2011,0.003459817
3/31/2011,0
4/1/2011,0
4/2/2011,0
4/3/2011,5.78978541
4/4/2011,0
4/5/2011,0.15129864
4/6/2011,0
4/7/2011,0.457820383
4/8/2011,8.750098579
4/9/2011,0
4/10/2011,0
4/11/2011,0
4/12/2011,3.708181334
4/13/2011,10.27781647
4/14/2011,15.02338446
4/15/2011,0.003839485
4/16/2011,0
4/17/2011,0
4/18/2011,0.067802483
4/19/2011,0
4/20/2011,0
4/21/2011,0
4/22/2011,0
4/23/2011,0
4/24/2011,0
4/25/2011,0
4/26/2011,0
4/27/2011,0.89781043
4/28/2011,0.963909991
4/29/2011,0
4/30/2011,0
5/1/2011,0.476568193
5/2/2011,0.131121819
5/3/2011,11.9041124
5/4/2011,0
5/5/2011,0
5/6/2011,0
5/7/2011,0.198363609
5/8/2011,0
5/9/2011,0
5/10/2011,0.133197609
5/11/2011,0.049014032
5/12/2011,0
5/13/2011,0
5/14/2011,0
5/15/2011,0.161957129
5/16/2011,7.40378957
5/17/2011,0
5/18/2011,0
5/19/2011,0.105204072
5/20/2011,0.26981951
5/21/2011,0.532800524
5/22/2011,1.796316676
5/23/2011,1.958804656
5/24/2011,9.487865029
5/25/2011,7.749323209
5/26/2011,0
5/27/2011,0
5/28/2011,0
5/29/2011,0
5/30/2011,0
5/31/2011,0.722607681
6/1/2011,7.047938611
6/2/2011,10.77967044
6/3/2011,0.713855514
6/4/2011,0.287160178
6/5/2011,0
6/6/2011,0
6/7/2011,0
6/8/2011,0
6/9/2011,19.50381632
6/10/2011,8.313395855
6/11/2011,0.298766603
6/12/2011,8.292454527
6/13/2011,0.982950582
6/14/2011,0.267622965
6/15/2011,0
6/16/2011,0
6/17/2011,0
6/18/2011,0
6/19/2011,8.516606174
6/20/2011,0
6/21/2011,0
6/22/2011,0
6/23/2011,0.524222022
6/24/2011,24.4693726
6/25/2011,15.60658021
6/26/2011,0.013072245
6/27/2011,8.435136995
