date,close
4/1/2016, 289.0221862792969
4/2/2016, 290.22076416015625
4/3/2016, 290.62274169921875
4/4/2016, 289.66748046875
4/5/2016, 289.8357849121094
4/6/2016, 289.95367431640625
4/7/2016, 289.614990234375
4/8/2016, 289.8196716308594
4/9/2016, 289.6446838378906
4/10/2016, 289.8808288574219
4/11/2016, 290.2747802734375
4/12/2016, 290.3162841796875
4/13/2016, 291.044189453125
4/14/2016, 291.3597412109375
4/15/2016, 291.320556640625
4/16/2016, 290.7010192871094
4/17/2016, 290.64892578125
4/18/2016, 289.4063720703125
4/19/2016, 290.6619873046875
4/20/2016, 290.88031005859375
4/21/2016, 290.90716552734375
4/22/2016, 290.46392822265625
4/23/2016, 290.13458251953125
4/24/2016, 290.9336242675781
4/25/2016, 291.0650634765625
4/26/2016, 291.24365234375
4/27/2016, 291.416259765625
4/28/2016, 291.22906494140625
4/29/2016, 290.9874267578125
4/30/2016, 291.0126037597656
5/1/2016, 291.9539794921875
5/2/2016, 291.35687255859375
5/3/2016, 291.7973327636719
5/4/2016, 292.3551330566406
5/5/2016, 292.8893127441406
5/6/2016, 292.437255859375
5/7/2016, 291.9409484863281
5/8/2016, 292.9374694824219
5/9/2016, 292.05206298828125
5/10/2016, 292.5166931152344
5/11/2016, 292.6814880371094
5/12/2016, 292.1943664550781
5/13/2016, 292.30279541015625
5/14/2016, 292.65435791015625
5/15/2016, 292.8428955078125
5/16/2016, 292.4715576171875
5/17/2016, 293.8394775390625
5/18/2016, 294.2752990722656
5/19/2016, 294.450927734375
5/20/2016, 294.1007385253906
5/21/2016, 294.4759521484375
5/22/2016, 294.4764404296875
5/23/2016, 294.4993896484375
5/24/2016, 295.3565673828125
5/25/2016, 294.5730285644531
5/26/2016, 295.29638671875
5/27/2016, 295.0434875488281
5/28/2016, 295.5189514160156
5/29/2016, 295.6766357421875
5/30/2016, 294.6903991699219
5/31/2016, 294.6466064453125
6/1/2016, 295.44354248046875
6/2/2016, 294.1105651855469
6/3/2016, 294.393310546875
6/4/2016, 294.789306640625
6/5/2016, 296.6744079589844
6/6/2016, 298.3760070800781
6/7/2016, 295.48077392578125
6/8/2016, 294.5762939453125
6/9/2016, 297.1264343261719
6/10/2016, 296.41436767578125
6/11/2016, 296.15887451171875
6/12/2016, 295.85198974609375
6/13/2016, 295.9314880371094
6/14/2016, 296.1670837402344
6/15/2016, 296.3039855957031
6/16/2016, 296.56719970703125
6/17/2016, 297.0152282714844
6/18/2016, 297.389404296875
6/19/2016, 297.3870849609375
6/20/2016, 296.91888427734375
6/21/2016, 296.9649963378906
6/22/2016, 297.6429748535156
6/23/2016, 298.0846252441406
6/24/2016, 298.2163391113281
6/25/2016, 299.4521179199219
6/26/2016, 299.64202880859375
6/27/2016, 299.74951171875
6/28/2016, 299.9887390136719
6/29/2016, 300.61279296875
6/30/2016, 300.6090393066406
7/1/2016, 301.11688232421875
7/2/2016, 299.9591064453125
7/3/2016, 299.2945251464844
7/4/2016, 299.38250732421875
7/5/2016, 298.6048583984375
7/6/2016, 298.6324768066406
7/7/2016, 298.3778076171875
7/8/2016, 298.933349609375
7/9/2016, 298.925048828125
7/10/2016, 299.0634460449219
7/11/2016, 299.0555725097656
7/12/2016, 298.97607421875
7/13/2016, 298.86737060546875
7/14/2016, 299.1131591796875
7/15/2016, 299.9305725097656
7/16/2016, 300.6039733886719
7/17/2016, 301.3489990234375
7/18/2016, 300.7437438964844
7/19/2016, 300.54754638671875
7/20/2016, 300.52520751953125
7/21/2016, 299.5487060546875
7/22/2016, 299.854248046875
7/23/2016, 300.4016418457031
7/24/2016, 302.1692199707031
7/25/2016, 300.8489685058594
7/26/2016, 300.7843933105469
7/27/2016, 300.40802001953125
7/28/2016, 300.6507568359375
7/29/2016, 299.5472106933594
7/30/2016, 299.436767578125
7/31/2016, 298.8760681152344
8/1/2016, 300.92724609375
8/2/2016, 300.7536926269531
8/3/2016, 300.7608947753906
8/4/2016, 300.456298828125
8/5/2016, 300.95220947265625
8/6/2016, 299.7199401855469
8/7/2016, 301.158935546875
8/8/2016, 301.10528564453125
8/9/2016, 301.62872314453125
8/10/2016, 301.6435852050781
8/11/2016, 300.05926513671875
8/12/2016, 300.59869384765625
